Entity,Day,COVID-19 doses (daily)
Czechia,2022-08-20,1090
Czechia,2022-08-21,276
Czechia,2022-08-22,4774
Czechia,2022-08-23,5910
Czechia,2022-08-24,6733
Czechia,2022-08-25,7599
Czechia,2022-08-26,8790
Czechia,2022-08-27,634
Czechia,2022-08-28,151
Czechia,2022-08-29,4428
Czechia,2022-08-30,6080
Czechia,2022-08-31,5855
Czechia,2022-09-01,6910
Czechia,2022-09-02,7918
Czechia,2022-09-03,218
Czechia,2022-09-04,75
Czechia,2022-09-05,4740
Czechia,2022-09-06,5697
Czechia,2022-09-07,6856
Czechia,2022-09-08,7193
Czechia,2022-09-09,7194
Czechia,2022-09-10,258
Czechia,2022-09-11,72
Czechia,2022-09-12,4168
Czechia,2022-09-13,6162
Czechia,2022-09-14,7287
Czechia,2022-09-15,8623
Czechia,2022-09-16,10983
Czechia,2022-09-17,1054
Czechia,2022-09-18,323
Czechia,2022-09-19,6357
Czechia,2022-09-20,9278
Czechia,2022-09-21,10817
Czechia,2022-09-22,10529
Czechia,2022-09-23,12221
Czechia,2022-09-24,491
Czechia,2022-09-25,173
Czechia,2022-09-26,7394
Czechia,2022-09-27,9837
Czechia,2022-09-28,88
Czechia,2022-09-29,10394
Czechia,2022-09-30,13203
Czechia,2022-10-01,681
Czechia,2022-10-02,620
Czechia,2022-10-03,8885
Czechia,2022-10-04,11221
Czechia,2022-10-05,13308
Czechia,2022-10-06,14885
Czechia,2022-10-07,19022
Czechia,2022-10-08,1119
Czechia,2022-10-09,184
Czechia,2022-10-10,10165
Czechia,2022-10-11,13964
Czechia,2022-10-12,15259
Czechia,2022-10-13,16491
Czechia,2022-10-14,21009
Czechia,2022-10-15,1425
Czechia,2022-10-16,206
Czechia,2022-10-17,9710
Czechia,2022-10-18,13810
Czechia,2022-10-19,14840
Czechia,2022-10-20,16866
Czechia,2022-10-21,20850
Czechia,2022-10-22,1696
Czechia,2022-10-23,198
Czechia,2022-10-24,9653
Czechia,2022-10-25,13012
Czechia,2022-10-26,13587
Czechia,2022-10-27,14816
Czechia,2022-10-28,508
Czechia,2022-10-29,1065
Czechia,2022-10-30,461
Czechia,2022-10-31,7767
Czechia,2022-11-01,11068
Czechia,2022-11-02,11758
Czechia,2022-11-03,12770
Czechia,2022-11-04,16964
Czechia,2022-11-05,944
Czechia,2022-11-06,159
Czechia,2022-11-07,7417
Czechia,2022-11-08,10301
Czechia,2022-11-09,9545
Czechia,2022-11-10,9963
Czechia,2022-11-11,12224
Czechia,2022-11-12,287
Czechia,2022-11-13,122
Czechia,2022-11-14,5477
Czechia,2022-11-15,8256
Czechia,2022-11-16,8912
Czechia,2022-11-17,226
Czechia,2022-11-18,7002
Czechia,2022-11-19,347
Czechia,2022-11-20,320
Czechia,2022-11-21,4560
Czechia,2022-11-22,6310
Czechia,2022-11-23,6293
Czechia,2022-11-24,7288
Czechia,2022-11-25,8993
Czechia,2022-11-26,236
Czechia,2022-11-27,112
Czechia,2022-11-28,3276
Czechia,2022-11-29,4983
Czechia,2022-11-30,4852
Czechia,2022-12-01,4474
Czechia,2022-12-02,5070
Czechia,2022-12-03,493
Czechia,2022-12-04,67
Czechia,2022-12-05,2384
Czechia,2022-12-06,3503
Czechia,2022-12-07,3866
Czechia,2022-12-08,3793
Czechia,2022-12-09,3828
Czechia,2022-12-10,104
Czechia,2022-12-11,61
Czechia,2022-12-12,1528
Czechia,2022-12-13,2339
Czechia,2022-12-14,2367
Czechia,2022-12-15,2435
Czechia,2022-12-16,2630
Czechia,2022-12-17,139
Czechia,2022-12-18,29
Czechia,2022-12-19,1159
Czechia,2022-12-20,1088
Czechia,2022-12-21,998
Czechia,2022-12-22,735
Czechia,2022-12-23,219
Czechia,2022-12-26,1
Czechia,2022-12-27,199
Czechia,2022-12-28,446
Czechia,2022-12-29,324
Czechia,2022-12-30,239
Czechia,2022-12-31,7
Czechia,2023-01-01,6
Czechia,2023-01-02,492
Czechia,2023-01-03,585
Czechia,2023-01-04,972
Czechia,2023-01-05,1049
Czechia,2023-01-06,1887
Czechia,2023-01-07,177
Czechia,2023-01-08,31
Czechia,2023-01-09,928
Czechia,2023-01-10,982
Czechia,2023-01-11,1449
Czechia,2023-01-12,1392
Czechia,2023-01-13,1661
Czechia,2023-01-14,88
Czechia,2023-01-15,34
Czechia,2023-01-16,750
Czechia,2023-01-17,876
Czechia,2023-01-18,983
Czechia,2023-01-19,929
Czechia,2023-01-20,1253
Czechia,2023-01-21,56
Czechia,2023-01-22,15
Czechia,2023-01-23,472
Czechia,2023-01-24,513
Czechia,2023-01-25,767
Czechia,2023-01-26,646
Czechia,2023-01-27,1017
Czechia,2023-01-28,87
Czechia,2023-01-31,495
Czechia,2023-02-01,482
Czechia,2023-02-02,504
Czechia,2023-02-03,814
Czechia,2023-02-04,13
Czechia,2023-02-05,4
Czechia,2023-02-06,292
Czechia,2023-02-07,412
Czechia,2023-02-08,382
Czechia,2023-02-09,483
Czechia,2023-02-10,528
Czechia,2023-02-11,15
Czechia,2023-02-12,2
Czechia,2023-02-13,292
Czechia,2023-02-14,240
Czechia,2023-02-15,314
Czechia,2023-02-16,348
Czechia,2023-02-17,552
Czechia,2023-02-18,17
Czechia,2023-02-21,254
Czechia,2023-02-22,252
Czechia,2023-02-23,379
Czechia,2023-02-24,488
Czechia,2023-02-25,59
Czechia,2023-02-26,1
Czechia,2023-02-27,214
Czechia,2023-02-28,211
Czechia,2023-03-01,184
Czechia,2023-03-02,200
Czechia,2023-03-03,358
Czechia,2023-03-04,12
Czechia,2023-03-05,1
Czechia,2023-03-06,168
Czechia,2023-03-07,189
Czechia,2023-03-08,175
Czechia,2023-03-09,257
Czechia,2023-03-10,411
Czechia,2023-03-11,6
Czechia,2023-03-12,112
Czechia,2023-03-13,128
Czechia,2023-03-14,149
Czechia,2023-03-15,207
Czechia,2023-03-16,181
Czechia,2023-03-17,219
Czechia,2023-03-18,5
Czechia,2023-03-21,108
Czechia,2023-03-22,139
Czechia,2023-03-23,124
Czechia,2023-03-24,200
Czechia,2023-03-25,26
Czechia,2023-03-28,103
Czechia,2023-03-29,113
Czechia,2023-03-30,179
Czechia,2023-03-31,223
Czechia,2023-04-01,18
Czechia,2023-04-02,4
Czechia,2023-04-03,71
Czechia,2023-04-04,63
Czechia,2023-04-05,136
Czechia,2023-04-06,126
Czechia,2023-04-07,2
Czechia,2023-04-11,63
Czechia,2023-04-12,93
Czechia,2023-04-13,76
Czechia,2023-04-14,138
Czechia,2023-04-15,10
Czechia,2023-04-18,134
Czechia,2023-04-19,118
Czechia,2023-04-20,119
Czechia,2023-04-21,114
Czechia,2023-04-22,14
Czechia,2023-04-25,58
Czechia,2023-04-26,95
Czechia,2023-04-27,55
Czechia,2023-04-28,123
Czechia,2023-05-03,81
Czechia,2023-05-04,89
Czechia,2023-05-05,77
Czechia,2023-05-06,4
Czechia,2023-05-09,34
Czechia,2023-05-10,69
Czechia,2023-05-11,36
Czechia,2023-05-12,52
Czechia,2023-05-13,3
Czechia,2023-05-16,27
Czechia,2023-05-17,50
Czechia,2023-05-18,36
Czechia,2023-05-19,51
Czechia,2023-05-20,4
Czechia,2023-05-23,17
Czechia,2023-05-24,21
Czechia,2023-05-25,30
Czechia,2023-05-26,61
Czechia,2023-05-27,1
Czechia,2023-05-28,1
Czechia,2023-05-29,18
Czechia,2023-05-30,28
Czechia,2023-05-31,52
Czechia,2023-06-01,25
Czechia,2023-06-02,32
Czechia,2023-06-03,2
Czechia,2023-06-06,13
Czechia,2023-06-07,50
Czechia,2023-06-08,22
Czechia,2023-06-09,30
Czechia,2023-06-10,4
Czechia,2023-06-13,13
Czechia,2023-06-14,66
Czechia,2023-06-15,12
Czechia,2023-06-16,15
Czechia,2023-06-17,1
Czechia,2023-06-20,12
Czechia,2023-06-21,15
Czechia,2023-06-22,13
Czechia,2023-06-23,13
Czechia,2023-06-27,6
Czechia,2023-06-28,29
Czechia,2023-06-29,16
Czechia,2023-06-30,26
Czechia,2023-07-03,8
Czechia,2023-07-04,6
Czechia,2023-07-05,1
Czechia,2023-07-06,1
Czechia,2023-07-11,7
Czechia,2023-07-12,13
Czechia,2023-07-13,10
Czechia,2023-07-14,11
Czechia,2023-07-18,7
Czechia,2023-07-19,18
Czechia,2023-07-20,12
Czechia,2023-07-21,8
Czechia,2023-07-25,4
Czechia,2023-07-26,16
Czechia,2023-07-27,8
Czechia,2023-07-28,6
Czechia,2023-08-01,7
Czechia,2023-08-02,9
Czechia,2023-08-03,9
Czechia,2023-08-04,5
Czechia,2023-08-05,1
Czechia,2023-08-08,5
Czechia,2023-08-09,18
Czechia,2023-08-10,8
Czechia,2023-08-11,6
Czechia,2023-08-15,8
Czechia,2023-08-16,12
Czechia,2023-08-17,12
Czechia,2023-08-18,13
Czechia,2023-08-22,6
Czechia,2023-08-23,2
Czechia,2023-08-24,58
Czechia,2023-08-25,15
Czechia,2023-08-29,13
Czechia,2023-08-30,41
Czechia,2023-08-31,17
Czechia,2023-09-01,20
Czechia,2023-09-05,22
Czechia,2023-09-06,67
Czechia,2023-09-07,31
Czechia,2023-09-08,37
Czechia,2023-09-11,46
Czechia,2023-09-12,39
Czechia,2023-09-13,89
Czechia,2023-09-14,151
Czechia,2023-09-15,126
Czechia,2023-09-16,2
Czechia,2023-09-19,316
Czechia,2023-09-20,916
Czechia,2023-09-21,1587
Czechia,2023-09-22,1953
Czechia,2023-09-23,46
Czechia,2023-09-24,2
Czechia,2023-09-25,1680
Czechia,2023-09-26,2822
Czechia,2023-09-27,3041
Czechia,2023-09-28,61
Czechia,2023-09-29,2017
Czechia,2023-09-30,35
Czechia,2023-10-01,25
Czechia,2023-10-02,3389
Czechia,2023-10-03,5070
Czechia,2023-10-04,6351
Czechia,2023-10-05,7222
Czechia,2023-10-06,6814
Czechia,2023-10-07,61
Czechia,2023-10-08,27
Czechia,2023-10-09,7149
Czechia,2023-10-10,9431
Czechia,2023-10-11,10650
Czechia,2023-10-12,10548
Czechia,2023-10-13,8649
Czechia,2023-10-14,80
Czechia,2023-10-15,61
Czechia,2023-10-16,8285
Czechia,2023-10-17,11051
Czechia,2023-10-18,12057
Czechia,2023-10-19,12241
Czechia,2023-10-20,10485
Czechia,2023-10-21,176
Czechia,2023-10-22,37
Czechia,2023-10-23,8910
Czechia,2023-10-24,11401
Czechia,2023-10-25,11821
Czechia,2023-10-26,11292
Czechia,2023-10-27,8170
Czechia,2023-10-28,110
Czechia,2023-10-29,27
Czechia,2023-10-30,7629
Czechia,2023-10-31,9689
Czechia,2023-11-01,10283
Czechia,2023-11-02,10858
Czechia,2023-11-03,8977
Czechia,2023-11-04,255
Czechia,2023-11-05,60
Czechia,2023-11-06,7118
Czechia,2023-11-07,9183
Czechia,2023-11-08,8034
Czechia,2023-11-09,7465
Czechia,2023-11-10,6029
Czechia,2023-11-11,171
Czechia,2023-11-12,52
Czechia,2023-11-13,4741
Czechia,2023-11-14,6003
Czechia,2023-11-15,6519
Czechia,2023-11-16,5423
Czechia,2023-11-17,78
Czechia,2023-11-18,6
Czechia,2023-11-19,6
Czechia,2023-11-20,3333
Czechia,2023-11-21,4724
Czechia,2023-11-22,5939
Czechia,2023-11-23,5666
Czechia,2023-11-24,5393
Czechia,2023-11-25,66
Czechia,2023-11-26,28
Czechia,2023-11-27,4031
Czechia,2023-11-28,4990
Czechia,2023-11-29,5017
Czechia,2023-11-30,4441
Czechia,2023-12-01,3297
Czechia,2023-12-02,31
Czechia,2023-12-03,12
Czechia,2023-12-04,2066
Czechia,2023-12-05,2751
Czechia,2023-12-06,3112
Czechia,2023-12-07,3004
Czechia,2023-12-08,2392
Czechia,2023-12-09,30
Czechia,2023-12-10,15
Czechia,2023-12-11,1518
Czechia,2023-12-12,2228
Czechia,2023-12-13,2403
Czechia,2023-12-14,2629
Czechia,2023-12-15,2637
Czechia,2023-12-16,21
Czechia,2023-12-17,14
Czechia,2023-12-18,2053
Czechia,2023-12-19,2314
Czechia,2023-12-20,2287
Czechia,2023-12-21,1620
Czechia,2023-12-22,667
Czechia,2023-12-27,205
Czechia,2023-12-28,304
Czechia,2023-12-29,194
Czechia,2024-01-01,1
Czechia,2024-01-02,340
Czechia,2024-01-03,631
Czechia,2024-01-04,814
Czechia,2024-01-05,955
Czechia,2024-01-06,29
Czechia,2024-01-07,2
Czechia,2024-01-08,722
Czechia,2024-01-09,920
Czechia,2024-01-10,1103
Czechia,2024-01-11,1359
Czechia,2024-01-12,1483
Czechia,2024-01-13,7
Czechia,2024-01-14,1
Czechia,2024-01-15,855
Czechia,2024-01-16,1003
Czechia,2024-01-17,1071
Czechia,2024-01-18,1080
Czechia,2024-01-19,1007
Czechia,2024-01-22,466
Czechia,2024-01-23,618
Czechia,2024-01-24,760
Czechia,2024-01-25,684
Czechia,2024-01-26,596
Czechia,2024-01-27,2
Czechia,2024-01-30,351
Czechia,2024-01-31,391
Czechia,2024-02-01,294
Czechia,2024-02-02,277
Czechia,2024-02-03,3
Czechia,2024-02-04,1
Czechia,2024-02-05,138
Czechia,2024-02-06,175
Czechia,2024-02-07,192
Czechia,2024-02-08,167
Czechia,2024-02-09,125
Czechia,2024-02-13,111
Czechia,2024-02-14,174
Czechia,2024-02-15,119
Czechia,2024-02-16,99
Czechia,2024-02-19,45
Czechia,2024-02-20,84
Czechia,2024-02-21,67
Czechia,2024-02-22,77
Czechia,2024-02-23,65
Czechia,2024-02-24,1
Czechia,2024-02-27,55
Czechia,2024-02-28,101
Czechia,2024-02-29,56
Czechia,2024-03-01,73
Czechia,2024-03-05,49
Czechia,2024-03-06,58
Czechia,2024-03-07,51
Czechia,2024-03-08,30
Czechia,2024-03-12,34
Czechia,2024-03-13,32
Czechia,2024-03-14,31
Czechia,2024-03-15,33
Czechia,2024-03-19,18
Czechia,2024-03-20,42
Czechia,2024-03-21,36
Czechia,2024-03-22,23
Czechia,2024-03-26,36
Czechia,2024-03-27,25
Czechia,2024-03-28,14
Czechia,2024-04-03,15
Czechia,2024-04-04,8
Czechia,2024-04-05,18
Czechia,2024-04-09,8
Czechia,2024-04-10,15
Czechia,2024-04-11,9
Czechia,2024-04-12,15
Czechia,2024-04-16,11
Czechia,2024-04-17,15
Czechia,2024-04-18,12
Czechia,2024-04-19,12
Czechia,2024-04-23,7
Czechia,2024-04-24,8
Czechia,2024-04-25,11
Czechia,2024-04-26,14
Czechia,2024-04-30,14
Czechia,2024-05-03,51
Czechia,2024-05-07,4
Czechia,2024-05-10,2
Czechia,2024-05-14,10
Czechia,2024-05-15,18
Czechia,2024-05-16,3
Czechia,2024-05-17,5
Czechia,2024-05-21,4
Czechia,2024-05-22,8
Czechia,2024-05-23,4
Czechia,2024-05-24,4
Czechia,2024-05-28,4
Czechia,2024-05-29,13
Czechia,2024-05-30,6
Czechia,2024-05-31,2
Czechia,2024-06-04,11
Czechia,2024-06-05,8
Czechia,2024-06-06,2
Czechia,2024-06-07,4
Czechia,2024-06-12,13
Czechia,2024-06-13,2
Czechia,2024-06-14,5
Czechia,2024-06-18,13
Czechia,2024-06-19,12
Czechia,2024-06-20,6
Czechia,2024-06-21,2
Czechia,2024-06-25,2
Czechia,2024-06-26,8
Czechia,2024-06-27,4
Czechia,2024-06-28,3
Czechia,2024-07-02,2
Czechia,2024-07-03,9
Czechia,2024-07-04,7
Czechia,2024-07-09,4
Czechia,2024-07-10,2
Czechia,2024-07-11,3
Czechia,2024-07-12,3
Czechia,2024-07-16,7
Czechia,2024-07-17,4
Czechia,2024-07-18,8
Czechia,2024-07-19,6
Czechia,2024-07-23,4
Czechia,2024-07-24,17
Czechia,2024-07-25,7
Czechia,2024-07-26,2
Czechia,2024-07-30,4
Czechia,2024-07-31,4
Democratic Republic of Congo,2021-12-29,42303
Djibouti,2022-06-28,12179
Dominica,2021-02-26,1113
Dominica,2021-03-02,1036
Dominica,2021-03-03,1226
Dominica,2021-03-04,1012
Dominica,2021-03-05,892
Dominica,2021-03-11,430
Dominica,2021-04-01,438
Dominica,2021-05-18,270
Dominican Republic,2021-02-16,385
Dominican Republic,2021-02-17,994
Dominican Republic,2021-02-18,3949
Dominican Republic,2021-02-19,4872
Dominican Republic,2021-02-20,2887
Dominican Republic,2021-02-21,1177
Dominican Republic,2021-03-02,45000
Dominican Republic,2021-03-03,56827
Dominican Republic,2021-03-04,65892
Dominican Republic,2021-03-05,75771
Dominican Republic,2021-03-06,71775
Dominican Republic,2021-03-09,80196
Dominican Republic,2021-03-10,66854
Dominican Republic,2021-03-11,58915
Dominican Republic,2021-04-26,49468
Dominican Republic,2021-04-27,49915
Dominican Republic,2021-04-28,46575
Dominican Republic,2021-04-29,41664
Dominican Republic,2021-04-30,34518
Dominican Republic,2021-05-01,12167
Dominican Republic,2021-05-02,7199
Dominican Republic,2021-05-03,63278
Dominican Republic,2021-05-04,71041
Dominican Republic,2021-05-05,73450
Dominican Republic,2021-05-06,67228
Dominican Republic,2021-05-07,60727
Dominican Republic,2021-05-08,20420
Dominican Republic,2021-05-09,8753
Dominican Republic,2021-05-10,129348
Dominican Republic,2021-05-11,156780
Dominican Republic,2021-05-12,160947
Dominican Republic,2021-05-13,139674
Dominican Republic,2021-05-14,130457
Dominican Republic,2021-05-15,33618
Dominican Republic,2021-05-16,14715
Dominican Republic,2021-05-19,117405
Dominican Republic,2021-05-20,105515
Dominican Republic,2021-05-21,100683
Dominican Republic,2021-05-22,31048
Dominican Republic,2021-05-23,13633
Dominican Republic,2021-05-24,106756
Dominican Republic,2021-05-25,102249
Dominican Republic,2021-05-26,93297
Dominican Republic,2021-05-27,80272
Dominican Republic,2021-05-28,67399
Dominican Republic,2021-05-29,21232
Dominican Republic,2021-05-30,3948
Dominican Republic,2021-05-31,97211
Dominican Republic,2021-06-01,145142
Dominican Republic,2021-06-02,168871
Dominican Republic,2021-06-03,136142
Dominican Republic,2021-06-04,228278
Dominican Republic,2021-06-05,125563
Dominican Republic,2021-06-06,81829
Dominican Republic,2021-06-07,219870
Dominican Republic,2021-06-08,239479
Dominican Republic,2021-06-09,244052
Dominican Republic,2021-06-10,150383
Dominican Republic,2021-06-11,122828
Dominican Republic,2021-06-12,46056
Dominican Republic,2021-06-13,31474
Dominican Republic,2021-06-14,119228
Dominican Republic,2021-06-15,102535
Dominican Republic,2021-06-16,80606
Dominican Republic,2021-06-17,121641
Dominican Republic,2021-06-18,159723
Dominican Republic,2021-06-19,108592
Dominican Republic,2021-06-20,68779
Dominican Republic,2021-06-21,160033
Dominican Republic,2021-06-22,129109
Dominican Republic,2021-06-23,100648
Dominican Republic,2021-06-24,80310
Dominican Republic,2021-06-25,62963
Dominican Republic,2021-06-26,24297
Dominican Republic,2021-06-27,13252
Dominican Republic,2021-06-28,70479
Dominican Republic,2021-06-29,92502
Dominican Republic,2021-06-30,96141
Dominican Republic,2021-07-04,41517
Dominican Republic,2021-07-05,134314
Dominican Republic,2021-07-06,142633
Dominican Republic,2021-07-07,176490
Dominican Republic,2021-07-08,115584
Dominican Republic,2021-07-09,95320
Dominican Republic,2021-07-10,49772
Dominican Republic,2021-07-11,26351
Dominican Republic,2021-07-12,64086
Dominican Republic,2021-07-13,74456
Dominican Republic,2021-07-14,67643
Dominican Republic,2021-07-15,66706
Dominican Republic,2021-07-16,68926
Dominican Republic,2021-07-17,44848
Dominican Republic,2021-07-18,17198
Dominican Republic,2021-07-19,92374
Dominican Republic,2021-07-20,92934
Dominican Republic,2021-07-21,97203
Dominican Republic,2021-07-22,91183
Dominican Republic,2021-07-23,77558
Dominican Republic,2021-07-24,26190
Dominican Republic,2021-07-25,5710
Dominican Republic,2021-07-26,68132
Dominican Republic,2021-07-27,89446
Dominican Republic,2021-07-28,87913
Dominican Republic,2021-07-29,68358
Dominican Republic,2021-07-30,59100
Dominican Republic,2021-07-31,20403
Dominican Republic,2021-08-01,7972
Dominican Republic,2021-08-02,57749
Dominican Republic,2021-08-03,60783
Dominican Republic,2021-08-04,60102
Dominican Republic,2021-08-05,54520
Dominican Republic,2021-08-06,45530
Dominican Republic,2021-08-07,17752
Dominican Republic,2021-08-08,7389
Dominican Republic,2021-08-09,47977
Dominican Republic,2021-08-10,53916
Dominican Republic,2021-08-11,27449
Dominican Republic,2021-08-12,19966
Dominican Republic,2021-08-13,36765
Dominican Republic,2021-08-14,13826
Dominican Republic,2021-08-15,4956
Dominican Republic,2021-08-16,1333
Dominican Republic,2021-08-17,39245
Dominican Republic,2021-08-18,46120
Dominican Republic,2021-08-19,45885
Dominican Republic,2021-08-20,36293
Dominican Republic,2021-08-21,15314
Dominican Republic,2021-08-22,5978
Dominican Republic,2021-08-23,41694
Dominican Republic,2021-08-24,43962
Dominican Republic,2021-08-25,45495
Dominican Republic,2021-08-26,41351
Dominican Republic,2021-08-27,37483
Dominican Republic,2021-08-28,13704
Dominican Republic,2021-08-29,4672
Dominican Republic,2021-08-30,36034
Dominican Republic,2021-08-31,40496
Dominican Republic,2021-09-01,37376
Dominican Republic,2021-09-02,37745
Dominican Republic,2021-09-03,32927
Dominican Republic,2021-09-04,11919
Dominican Republic,2021-09-05,3945
Dominican Republic,2021-09-06,32852
Dominican Republic,2021-09-07,35761
Dominican Republic,2021-09-08,37556
Dominican Republic,2021-09-09,32225
Dominican Republic,2021-09-10,30052
Dominican Republic,2021-09-11,10865
Dominican Republic,2021-09-12,3485
Dominican Republic,2021-09-13,30360
Dominican Republic,2021-09-14,32144
Dominican Republic,2021-09-15,31664
Dominican Republic,2021-09-16,32793
Dominican Republic,2021-09-17,34874
Dominican Republic,2021-09-18,12117
Dominican Republic,2021-09-19,4706
Dominican Republic,2021-09-20,34797
Dominican Republic,2021-09-21,36446
Dominican Republic,2021-09-22,33027
Dominican Republic,2021-09-23,32383
Dominican Republic,2021-09-24,8762
Dominican Republic,2021-09-25,10668
Dominican Republic,2021-09-26,5440
Dominican Republic,2021-09-27,29893
Dominican Republic,2021-09-28,30976
Dominican Republic,2021-09-29,29463
Dominican Republic,2021-09-30,30378
Dominican Republic,2021-10-01,27165
Dominican Republic,2021-10-02,11421
Dominican Republic,2021-10-03,3805
Dominican Republic,2021-10-04,22763
Dominican Republic,2021-10-05,29715
Dominican Republic,2021-10-06,28856
Dominican Republic,2021-10-07,29039
Dominican Republic,2021-10-08,26297
Dominican Republic,2021-10-09,17868
Dominican Republic,2021-10-10,8649
Dominican Republic,2021-10-11,49311
Dominican Republic,2021-10-12,55248
Dominican Republic,2021-10-13,61965
Dominican Republic,2021-10-14,71678
Dominican Republic,2021-10-15,71189
Dominican Republic,2021-10-16,37514
Dominican Republic,2021-10-17,22889
Dominican Republic,2021-10-18,115746
Dominican Republic,2021-10-19,127628
Dominican Republic,2021-10-20,114260
Dominican Republic,2021-10-21,95564
Dominican Republic,2021-10-22,72617
Dominican Republic,2021-10-23,25669
Dominican Republic,2021-10-24,9448
Dominican Republic,2021-10-25,54436
Dominican Republic,2021-10-26,50723
Dominican Republic,2021-10-27,40624
Dominican Republic,2021-10-28,34847
Dominican Republic,2021-10-29,26006
Dominican Republic,2021-10-30,11222
Dominican Republic,2021-10-31,4154
Dominican Republic,2021-11-01,27999
Dominican Republic,2021-11-02,29481
Dominican Republic,2021-11-03,27132
Dominican Republic,2021-11-04,26483
Dominican Republic,2021-11-05,23719
Dominican Republic,2021-11-06,5565
Dominican Republic,2021-11-07,3584
Dominican Republic,2021-11-08,28529
Dominican Republic,2021-11-09,29784
Dominican Republic,2021-11-10,27628
Dominican Republic,2021-11-11,26528
Dominican Republic,2021-11-12,22398
Dominican Republic,2021-11-13,9209
Dominican Republic,2021-11-14,3868
Dominican Republic,2021-11-15,24617
Dominican Republic,2021-11-16,27163
Dominican Republic,2021-11-17,23771
Dominican Republic,2021-11-20,7285
Dominican Republic,2021-11-21,3408
Dominican Republic,2021-11-22,20731
Dominican Republic,2021-11-23,20080
Dominican Republic,2021-11-24,16038
Dominican Republic,2021-11-25,15683
Dominican Republic,2021-11-26,13087
Dominican Republic,2021-11-27,5471
Dominican Republic,2021-11-28,2162
Dominican Republic,2021-11-29,18119
Dominican Republic,2021-11-30,18306
Dominican Republic,2021-12-01,15714
Dominican Republic,2021-12-02,7951
Dominican Republic,2021-12-03,20351
Dominican Republic,2021-12-04,5813
Dominican Republic,2021-12-05,2046
Dominican Republic,2021-12-06,15216
Dominican Republic,2021-12-07,15242
Dominican Republic,2021-12-08,13721
Dominican Republic,2021-12-11,3783
Dominican Republic,2021-12-12,1375
Dominican Republic,2021-12-13,9518
Dominican Republic,2021-12-14,10949
Dominican Republic,2021-12-15,9891
Dominican Republic,2021-12-16,10840
Dominican Republic,2021-12-17,11768
Dominican Republic,2021-12-18,2887
Dominican Republic,2021-12-19,1185
Dominican Republic,2021-12-20,7994
Dominican Republic,2021-12-23,3978
Dominican Republic,2021-12-24,863
Dominican Republic,2021-12-28,14592
Dominican Republic,2021-12-29,15708
Dominican Republic,2021-12-30,10343
Dominican Republic,2021-12-31,3248
Dominican Republic,2022-01-01,504
Dominican Republic,2022-01-02,1432
Dominican Republic,2022-01-03,19409
Dominican Republic,2022-01-04,28122
Dominican Republic,2022-01-05,23126
Dominican Republic,2022-01-06,22680
Dominican Republic,2022-01-07,20927
Dominican Republic,2022-01-08,8566
Dominican Republic,2022-01-09,3273
Dominican Republic,2022-01-10,6540
Dominican Republic,2022-01-11,26652
Dominican Republic,2022-01-12,26531
Dominican Republic,2022-01-13,28032
Dominican Republic,2022-01-14,24531
Dominican Republic,2022-01-15,9261
Dominican Republic,2022-01-16,3493
Dominican Republic,2022-01-17,26903
Dominican Republic,2022-01-18,30374
Dominican Republic,2022-01-21,6902
Dominican Republic,2022-01-22,8331
Dominican Republic,2022-01-23,4679
Dominican Republic,2022-01-24,6651
Dominican Republic,2022-01-25,38686
Dominican Republic,2022-01-26,44221
Dominican Republic,2022-01-27,50037
Dominican Republic,2022-01-28,60684
Dominican Republic,2022-01-29,25837
Dominican Republic,2022-01-30,16747
Dominican Republic,2022-01-31,51143
Dominican Republic,2022-02-03,31340
Dominican Republic,2022-02-04,26551
Dominican Republic,2022-02-05,12001
Dominican Republic,2022-02-06,4248
Dominican Republic,2022-02-07,24270
Dominican Republic,2022-02-08,24151
Dominican Republic,2022-02-09,23615
Dominican Republic,2022-02-10,21114
Dominican Republic,2022-02-11,19462
Dominican Republic,2022-02-12,7487
Dominican Republic,2022-02-13,3025
Dominican Republic,2022-02-14,21527
Dominican Republic,2022-02-15,24716
Dominican Republic,2022-02-16,28080
Dominican Republic,2022-02-17,19960
Dominican Republic,2022-02-18,14057
Dominican Republic,2022-02-19,3158
Dominican Republic,2022-02-20,892
Dominican Republic,2022-02-21,12980
Dominican Republic,2022-02-22,15677
Dominican Republic,2022-02-23,14306
Dominican Republic,2022-02-24,12695
Dominican Republic,2022-02-25,9232
Dominican Republic,2022-02-26,2705
Dominican Republic,2022-02-27,801
Dominican Republic,2022-02-28,10263
Dominican Republic,2022-03-08,9770
Dominican Republic,2022-03-09,10036
Dominican Republic,2022-03-10,21347
Dominican Republic,2022-03-13,3331
Dominican Republic,2022-03-14,11994
Dominican Republic,2022-03-17,13884
Dominican Republic,2022-03-18,14721
Dominican Republic,2022-03-19,11496
Dominican Republic,2022-03-20,3462
Dominican Republic,2022-03-21,1353
Dominican Republic,2022-03-22,10318
Dominican Republic,2022-03-23,22174
Dominican Republic,2022-03-26,9680
Dominican Republic,2022-03-29,6453
Dominican Republic,2022-03-30,15081
Dominican Republic,2022-04-04,589
Dominican Republic,2022-04-05,11915
Dominican Republic,2022-04-08,6565
Dominican Republic,2022-04-09,4820
Dominican Republic,2022-04-10,2088
Dominican Republic,2022-04-11,5675
Dominican Republic,2022-04-14,2287
Dominican Republic,2022-04-19,4134
Dominican Republic,2022-04-20,3959
