"COVID-19 doses (daily, no outliers)",Daily new confirmed deaths due to COVID-19 (no outliers)
1194162.1,635407.87
1308668.2,730822.8
898135.56,838683.07
637606.75,684498.13
853545.25,468086.12
1392167.6,467394.7
1596911.6,506805.19999999995
1553157.6,663755.8
1589719.4,744651.0
1178244.5,553821.2000000001
1187034.2,549672.7999999999
925074.7,441812.46
1675301.5,422452.9
1859814.5,478457.3
1720745.2,622271.0599999999
1791419.2,666521.4299999999
1814661.0,530313.2000000001
1068037.4,606368.5399999999
1815310.4,564883.8
1354318.5,397562.06
1481548.8,415538.8
1581446.1,593923.1499999999
1485057.8,466703.3
1285779.9,542758.64
1605813.2,454949.3
1122067.9,342249.07
1953504.9,254439.69999999998
1081463.2,383042.4
1108468.6,457023.53
1527303.8,422452.9
2088571.4,349854.62
2047812.4,416921.62
1396606.2,253056.87999999998
1277211.4,255131.12999999998
1349196.0,325655.19999999995
1171886.8,434206.9
2247072.0,324272.36
1338165.1,391339.36000000004
1311919.2,282096.2
1351192.6,271033.6
1465499.9,191521.2
1488592.6,221251.93000000002
1525469.5,335334.96
1667532.5,304221.39999999997
1291334.9,305604.22
1253186.0,400327.7
1435031.5,176310.14
1520009.1,210880.74000000002
1323881.1,284170.45
1258146.6,311135.52999999997
1264764.4,281404.8
1378207.8,230240.28999999998
1336053.1,193595.44
1202535.9,156259.18
1304440.2,171470.24
1366798.2,134825.40000000002
1522392.0,212954.97999999998
1340424.1,261353.85
1261262.2,206040.86
1159253.2,202583.80000000002
1186393.2,137591.05
1356098.8,150727.88
1609962.8,154184.94
1727559.2,179075.78
1454774.6,171470.24
1721145.1,152110.69999999998
1507131.0,139665.28
1505461.9,110625.97
1568551.0,147270.81
1533157.6,115465.84999999999
1541655.9,126528.43999999999
1458549.6,228166.06
1695186.6,174927.31
1513871.2,141048.1
1450623.6,99563.37
2025624.1,120305.73999999999
2047429.1,126528.43999999999
1652582.1,151419.28
1607280.5,172853.07
1793120.2,147270.81
1674947.1,116848.68
1464630.4,85043.70999999999
1439765.2,100946.195
1387041.5,114083.03
1358958.2,112008.79
1385567.4,128602.68
1391387.0,188755.56
1270731.6,118231.5
1726702.5,94032.06999999999
1782142.4,118231.5
1825146.5,99563.37
1859021.2,113391.615
1815831.0,123071.39
1548822.9,127219.85999999999
1492665.0,126528.43999999999
1345700.9,104403.26
1489741.6,127219.85999999999
1465160.2,98180.55
1495603.6,107860.31
1405112.0,127219.85999999999
1575858.0,132059.74000000002
1667920.2,85735.12
1796072.0,80895.23999999999
1927359.9,109243.14
2043684.4,89192.18
2211847.0,139665.28
2260791.5,139665.28
2016043.1,156259.18
1789093.5,85043.70999999999
1662583.9,70524.05
2119673.0,106477.48999999999
2135709.5,94723.485
1937203.1,123071.39
2077002.9,111317.374
2657350.5,150036.47
1538822.9,86426.534
1444168.5,67066.99
1632865.1,95414.89
1721238.1,75363.94
1720489.2,99563.37
1668698.5,101637.59999999999
2055880.5,95414.89
1839671.8,87117.95
1863341.9,105094.664
1975616.4,120997.146
1991867.2,102329.01599999999
1971390.4,87117.95
2499577.2,106477.48999999999
2375728.8,89883.59599999999
2310303.5,99563.37
2304207.8,86426.534
2504623.5,83660.886
2594226.0,199126.74
2571842.5,136899.63999999998
2332474.8,154184.94
1907963.6,142430.93000000002
1788615.9,150727.88
1735185.4,96797.72
1577021.8,114083.03
1632985.6,152110.69999999998
1683568.4,139665.28
1643906.1,166630.36000000002
2049102.1,203966.62
1742669.9,183224.26
1304246.8,128602.68
1579535.9,120997.146
1632041.6,191521.2
1356629.6,237154.41
1526592.6,201200.98
2226137.8,531696.0
1951363.1,280021.97000000003
1844401.6,188064.13999999998
1696075.8,185989.90000000002
1441103.4,247525.6
1470003.6,256513.94999999998
1729167.9,310444.12
1932787.2,228857.46000000002
1741972.1,262736.68
2173694.2,224708.99
2344069.8,200509.56
1696240.1,230240.28999999998
1616402.0,240611.47999999998
1386730.4,264119.48000000004
1393969.0,255131.12999999998
1329036.5,270342.19999999995
1253544.5,224708.99
1221036.0,216412.04
1340567.1,236463.0
1516401.5,268267.96
1428252.5,213646.4
1319016.6,254439.69999999998
1260421.4,256513.94999999998
1267762.8,220560.52000000002
1475912.0,203275.19999999998
1822192.9,220560.52000000002
1764433.9,369214.15
1657407.9,271725.02999999997
1645563.4,251674.05999999997
1643713.8,293158.8
1578731.4,194286.85
1486865.6,170778.83
1316817.2,322889.54
1360686.2,406550.39999999997
1424197.4,301455.77
1440940.5,291775.97
1428213.5,255131.12999999998
1337487.9,248217.0
1408753.5,132751.15000000002
1440367.2,283479.03
2484209.5,313901.2
2711011.0,177692.94999999998
2785172.0,445269.5
3293839.2,338792.03
2653539.0,365757.1
3059944.5,132751.15000000002
2940420.5,246142.77000000002
2161329.5,177692.94999999998
2139996.0,173544.48
1364651.5,105094.664
2006744.4,166630.36000000002
1214332.8,103711.84
1383624.9,105786.08
1213603.6,206040.86
1797477.4,80895.23999999999
1397557.6,83660.886
1505959.1,733588.46
1153200.6,68449.81999999999
1114507.0,45633.21
1439560.0,70524.05
1406056.1,99563.37
1280406.4,59461.456000000006
980245.94,64301.34
1086787.2,47707.446
806915.9,49090.274000000005
808430.9,17285.308
868774.06,36644.85
950438.94,23508.018
970971.4,20742.368000000002
941672.75,45633.21
906614.6,52547.332
963698.2,92649.244
889569.94,15211.07
792760.4,100946.195
851314.2,12445.421
939796.75,20742.368000000002
1035303.75,13136.833
1027206.1,29039.316
962075.06,52547.332
858802.75,23508.018
987499.4,118922.91
1003884.1,13828.246000000001
1557086.6,9679.771999999999
1566518.6,33187.788
1125236.6,15902.481999999998
1078481.2,56004.394
1046104.8,8296.947
1023150.8,86426.534
992037.56,24890.842
1014900.56,13136.833
1037436.06,4839.8859999999995
1005703.7,6914.1230000000005
1033365.6,51164.507999999994
874258.5,11062.597
631023.6,62227.104
690380.06,6222.7105
641941.1,22125.194
658971.1,11754.009
626002.94,6222.7105
586816.25,35262.026000000005
581595.5,5531.2985
580695.5,20742.368000000002
592323.06,26965.078
622324.4,11754.009
662802.9,14519.658
653142.9,57387.21799999999
655836.1,38027.674
557722.9,11754.009
760982.56,18668.132
817510.25,27656.492000000002
1376396.4,15902.481999999998
1353116.0,6222.7105
1394642.0,1382.8246
1366495.5,31113.552
1258996.4,3457.0615000000003
710019.56,11754.009
716460.1,9679.771999999999
801708.94,4839.8859999999995
831801.8,69141.23
836640.2,1382.8246
851396.2,76055.34999999999
803524.2,9679.771999999999
600090.2,14519.658
752593.2,15211.07
724135.4,21433.78
767289.4,35262.026000000005
730614.56,15902.481999999998
796125.5,94032.06999999999
814149.5,45633.21
1456982.4,8988.36
1472321.9,15211.07
1528782.9,31804.963999999996
1479960.2,40101.912000000004
1467642.9,24890.842
1516454.9,24199.43
1461716.9,15902.481999999998
908366.1,11062.597
965159.25,19359.543999999998
963155.25,37336.264
965646.25,29730.728000000003
1126403.6,35262.026000000005
910990.56,37336.264
878772.56,11062.597
870565.3,12445.421
794145.9,15211.07
972371.4,29039.316
988880.1,29730.728000000003
1019815.6,25582.253999999997
820166.94,29730.728000000003
787992.94,28347.904
995426.6,15211.07
1025981.3,24199.43
1129833.4,49090.274000000005
1043753.56,22125.194
1042864.56,23508.018
1045370.56,16593.894
1005353.56,8988.36
994734.75,14519.658
1025511.3,21433.78
1004790.1,42176.15
997021.06,24199.43
974206.7,11062.597
964444.7,9679.771999999999
944345.7,48398.86
4158775.5,24199.43
4178162.5,23508.018
4184597.5,20050.956000000002
4248979.5,49781.684
4176175.8,14519.658
4168017.8,24199.43
4148906.8,16593.894
1430807.5,27656.492000000002
1822731.6,9679.771999999999
1820809.9,22125.194
1483650.6,29730.728000000003
1405809.4,13828.246000000001
1403465.4,11754.009
1403073.4,7605.535
1272732.9,49090.274000000005
1273324.9,29730.728000000003
1212643.9,22125.194
1211618.9,17976.72
1269151.0,29039.316
1224036.2,9679.771999999999
1204465.2,13828.246000000001
1305753.8,72598.286
1324564.5,13136.833
1325881.5,15902.481999999998
1322107.2,17285.308
1316711.2,9679.771999999999
1315014.2,26273.666
1665945.8,5531.2985
1389743.5,92649.244
1405275.9,24199.43
1140032.9,11062.597
1147652.9,12445.421
1143693.9,7605.535
1127835.9,18668.132
1122499.9,7605.535
997743.3,85043.70999999999
1021219.1,11754.009
1039661.1,23508.018
965371.75,6222.7105
963449.75,10371.184000000001
963889.75,17976.72
952384.75,2765.6492
932474.25,50473.098
938383.4,2074.2367
943086.3,4839.8859999999995
940754.7,11754.009
940047.7,9679.771999999999
937069.7,8988.36
930700.0,6914.1230000000005
809013.94,35953.44
810186.94,2765.6492
798822.2,2765.6492
811114.2,6914.1230000000005
810353.2,10371.184000000001
763420.06,7605.535
755119.06,6914.1230000000005
742250.9,29730.728000000003
874270.5,1382.8246
880801.5,67758.4
874993.5,5531.2985
878730.5,2765.6492
879578.25,7605.535
864125.25,2765.6492
884659.8,6222.7105
895363.06,1382.8246
896532.94,20742.368000000002
899610.25,13828.246000000001
896460.25,8988.36
893881.25,8988.36
881837.2,0.0
788860.44,4839.8859999999995
806972.44,2074.2367
796615.5,4839.8859999999995
797024.5,20050.956000000002
797017.5,11062.597
795516.5,2765.6492
788901.5,691.4123
655725.6,17285.308
663588.6,1382.8246
664671.6,691.4123
664218.6,28347.904
664129.6,691.4123
663919.6,1382.8246
655818.6,691.4123
645015.3,17976.72
679339.2,691.4123
683911.7,691.4123
683847.7,20050.956000000002
683755.7,1382.8246
678738.7,2765.6492
678738.7,3457.0615000000003
974990.9,6914.1230000000005
988595.94,0.0
989181.7,691.4123
988652.06,20742.368000000002
992561.1,691.4123
994097.1,691.4123
985580.1,0.0
1223795.0,4148.4735
1238130.4,691.4123
1261453.8,3457.0615000000003
1302466.4,4839.8859999999995
1229157.8,14519.658
1224998.0,691.4123
1225233.5,0.0
1269972.4,6914.1230000000005
1269450.4,1382.8246
1272052.1,1382.8246
1272356.6,11062.597
1271897.6,2074.2367
1270957.6,0.0
1266000.6,691.4123
935826.94,1382.8246
942239.94,1382.8246
921339.2,691.4123
922213.2,36644.85
922213.2,1382.8246
1190481.9,1382.8246
1184249.9,691.4123
1356128.4,6914.1230000000005
1086366.6,2074.2367
1086986.2,1382.8246
1087999.2,8296.947
1014083.1,3457.0615000000003
1009588.6,691.4123
1009588.6,691.4123
1190420.0,2074.2367
1197692.8,4148.4735
1192044.8,691.4123
1190883.8,38027.674
1159436.1,691.4123
1158494.1,0.0
1153365.1,0.0
916442.06,2765.6492
916442.06,691.4123
919941.56,691.4123
921183.56,36644.85
910245.25,0.0
908759.25,2074.2367
902836.25,4148.4735
645478.75,7605.535
652005.75,3457.0615000000003
653390.7,0.0
655143.7,7605.535
655070.7,0.0
653640.7,0.0
647023.7,1382.8246
822332.06,8296.947
830824.5,3457.0615000000003
841215.06,0.0
841629.06,20050.956000000002
841241.06,3457.0615000000003
839942.06,1382.8246
833483.06,691.4123
1766185.0,8296.947
1772643.0,2765.6492
1772472.0,691.4123
1773381.0,0.0
1774386.0,22816.606
1771944.0,2074.2367
1766594.0,2765.6492
1341765.6,4839.8859999999995
1288931.4,691.4123
1289495.5,0.0
1289252.5,25582.253999999997
1288493.2,1382.8246
1286084.2,1382.8246
1281067.2,1382.8246
1376793.6,10371.184000000001
1381161.9,691.4123
1382665.9,691.4123
1381560.8,60152.869999999995
1381712.8,2074.2367
1380283.8,2074.2367
1376229.8,1382.8246
1043713.1,7605.535
1062606.6,2074.2367
1064994.1,691.4123
1065642.1,13136.833
1063600.1,691.4123
1060574.1,3457.0615000000003
1060721.1,0.0
631474.94,13828.246000000001
631474.94,2765.6492
637999.5,691.4123
637668.5,691.4123
640886.5,1382.8246
639641.5,1382.8246
638785.5,2074.2367
639778.94,6222.7105
648299.7,691.4123
648299.7,0.0
648299.7,1382.8246
648299.7,1382.8246
648299.7,2765.6492
648299.7,4148.4735
630090.9,3457.0615000000003
617498.94,691.4123
621161.75,2074.2367
621161.75,691.4123
621161.75,3457.0615000000003
618310.75,1382.8246
618310.75,691.4123
545291.75,6914.1230000000005
545291.75,691.4123
545291.75,0.0
545291.75,2074.2367
545291.75,6914.1230000000005
545291.75,1382.8246
545291.75,1382.8246
445386.28,8988.36
445873.06,6222.7105
445291.47,2765.6492
445291.47,0.0
445291.47,14519.658
445291.47,3457.0615000000003
445291.47,6222.7105
432248.53,13136.833
432248.53,1382.8246
432237.88,1382.8246
432237.88,1382.8246
432237.88,0.0
432237.88,2765.6492
432237.88,2074.2367
785633.3,6914.1230000000005
785633.3,4839.8859999999995
572566.44,4148.4735
572566.44,691.4123
572566.44,1382.8246
572566.44,2074.2367
571868.06,1382.8246
597267.0,6222.7105
597267.0,691.4123
597235.8,0.0
597235.8,2074.2367
597235.8,0.0
597235.8,2765.6492
597235.8,2765.6492
640111.44,13136.833
640987.1,0.0
639985.94,0.0
639985.94,0.0
639985.94,0.0
639985.94,691.4123
639985.94,691.4123
616629.25,4839.8859999999995
616629.25,691.4123
521637.22,0.0
521637.22,691.4123
521699.22,2765.6492
521699.22,3457.0615000000003
521699.22,0.0
435970.03,3457.0615000000003
435970.03,691.4123
435821.25,0.0
435821.25,691.4123
435821.25,691.4123
435821.25,5531.2985
435821.25,1382.8246
661692.25,8296.947
661692.25,0.0
661712.25,691.4123
661712.25,0.0
661712.25,0.0
661712.25,5531.2985
661712.25,0.0
610047.9,2765.6492
610047.9,2074.2367
610236.75,0.0
618197.75,691.4123
618197.75,0.0
618197.75,4839.8859999999995
618197.75,2074.2367
964681.4,8296.947
964681.4,0.0
964757.5,691.4123
964757.5,0.0
964757.5,691.4123
964757.5,6914.1230000000005
964757.5,0.0
814353.44,6222.7105
814353.44,691.4123
814309.56,0.0
814309.56,0.0
814309.56,691.4123
814309.56,2074.2367
814309.56,0.0
422603.2,2074.2367
422603.2,0.0
422511.75,0.0
422511.75,1382.8246
422511.75,691.4123
422511.75,1382.8246
422511.75,691.4123
381017.66,5531.2985
381017.66,0.0
381026.94,0.0
381026.94,691.4123
381026.94,0.0
381026.94,9679.771999999999
381026.94,0.0
336260.44,7605.535
336260.44,0.0
336230.56,0.0
336230.56,691.4123
336230.56,0.0
336230.56,2074.2367
336230.56,0.0
462634.84,9679.771999999999
462634.84,0.0
432249.3,0.0
432249.3,0.0
432249.3,0.0
432249.3,1382.8246
432249.3,691.4123
458349.94,11062.597
458349.94,0.0
458349.94,691.4123
458232.78,691.4123
458232.78,0.0
458232.78,0.0
458232.78,691.4123
1121263.6,9679.771999999999
1121263.6,0.0
1121302.1,691.4123
1121302.1,0.0
1121302.1,0.0
1121302.1,691.4123
1121302.1,0.0
1116415.6,3457.0615000000003
1116415.6,0.0
1116598.4,0.0
1116598.4,691.4123
1116598.4,0.0
1116598.4,0.0
1116598.4,691.4123
1108383.8,2765.6492
1099371.1,0.0
1099200.1,0.0
1099200.1,691.4123
1099200.1,0.0
1099200.1,691.4123
1099200.1,1382.8246
393683.88,6222.7105
393683.88,0.0
393633.47,0.0
393633.47,0.0
393633.47,0.0
393633.47,0.0
393633.47,0.0
367582.53,3457.0615000000003
367582.53,0.0
367571.8,0.0
367571.8,691.4123
367571.8,0.0
367571.8,0.0
367571.8,0.0
366523.8,6914.1230000000005
366523.8,0.0
366513.94,0.0
366513.94,0.0
366513.94,691.4123
366513.94,1382.8246
366513.94,0.0
265129.88,4839.8859999999995
265129.88,0.0
282108.44,0.0
282108.44,0.0
282108.44,1382.8246
282108.44,0.0
282108.44,0.0
251110.22,2074.2367
251110.22,0.0
251110.22,0.0
251110.22,0.0
251110.22,0.0
251110.22,0.0
251110.22,0.0
215791.53,2765.6492
215791.53,0.0
215791.53,0.0
215791.53,0.0
215791.53,0.0
215791.53,0.0
215791.53,0.0
215791.53,2765.6492
215791.53,0.0
215791.53,0.0
215791.53,0.0
215791.53,0.0
215791.53,1382.8246
215791.53,691.4123
214715.67,691.4123
214715.67,0.0
214715.67,0.0
214715.67,0.0
214715.67,0.0
214715.67,0.0
214715.67,691.4123
163653.22,0.0
163653.22,0.0
150723.16,0.0
150723.16,0.0
150723.16,0.0
150723.16,691.4123
150723.16,691.4123
150465.92,691.4123
150465.92,0.0
150465.92,0.0
150465.92,0.0
150465.92,0.0
150465.92,0.0
150465.92,0.0
162074.83,0.0
162074.83,4839.8859999999995
162074.83,0.0
162074.83,0.0
162074.83,0.0
162074.83,0.0
162074.83,0.0
176626.97,0.0
176626.97,691.4123
176626.97,0.0
176626.97,0.0
176626.97,0.0
176626.97,1382.8246
176626.97,0.0
173846.7,0.0
173846.7,0.0
173846.7,0.0
173846.7,0.0
173846.7,0.0
173846.7,1382.8246
173846.7,0.0
173832.6,0.0
173832.6,0.0
173832.6,0.0
173832.6,0.0
173832.6,0.0
173832.6,0.0
173832.6,0.0
170591.48,0.0
170591.48,0.0
170591.48,0.0
170591.48,0.0
170591.48,0.0
170591.48,0.0
170591.48,691.4123
157883.52,0.0
157883.52,1382.8246
157883.52,0.0
157883.52,0.0
157883.52,0.0
157883.52,0.0
157883.52,0.0
190984.67,0.0
190984.67,2074.2367
190984.67,0.0
190984.67,0.0
190984.67,0.0
190984.67,0.0
190984.67,0.0
155201.5,0.0
155201.5,1382.8246
155201.5,0.0
155201.5,0.0
155201.5,0.0
155201.5,0.0
155201.5,0.0
82982.055,6222.7105
82982.055,0.0
82982.055,0.0
82982.055,0.0
82982.055,0.0
82982.055,0.0
82982.055,0.0
85272.14,691.4123
85272.14,0.0
85272.14,0.0
85272.14,0.0
85272.14,0.0
85272.14,0.0
85272.14,0.0
83187.32,691.4123
83187.32,0.0
83187.32,0.0
83187.32,0.0
83187.32,0.0
83187.32,0.0
83187.32,0.0
76767.02,691.4123
76767.02,0.0
76767.02,0.0
76767.02,0.0
76767.02,0.0
76767.02,0.0
76767.02,0.0
76767.02,1382.8246
76767.02,0.0
76767.02,0.0
76767.02,0.0
76767.02,0.0
76767.02,0.0
76767.02,0.0
52894.688,3457.0615000000003
52894.688,0.0
52894.688,0.0
52894.688,0.0
52894.688,0.0
52894.688,0.0
52894.688,0.0
52858.47,4148.4735
52858.47,0.0
52858.47,0.0
52858.47,0.0
52858.47,0.0
52858.47,0.0
52858.47,0.0
49545.582,3457.0615000000003
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,1382.8246
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,691.4123
49545.582,0.0
49545.582,1382.8246
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,691.4123
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,691.4123
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,1382.8246
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,0.0
49545.582,1382.8246
0.0,4839.8859999999995
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,5531.2985
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,691.4123
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1382.8246
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1382.8246
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,691.4123
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,691.4123
0.0,0.0
0.0,2765.6492
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1382.8246
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,691.4123
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,691.4123
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,691.4123
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1382.8246
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1382.8246
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,691.4123
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,691.4123
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,691.4123
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,691.4123
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
